"BASEPIC","TL","TT","TR","ML","MM","MR","BL","BB","BR","Field10"
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"BATTLESHIP.bmp c c D0D0D0","","","","","","","","","",""
"EM-BERGHOFF 2 1 35 H 000000","","","","","","","","","",""
"MISSILE-BOAT 2 7 35 H 000000","","","","","","","","","",""
"#213 2 13 35 H 000000","","","","","","","","","",""
"600DT=+9 2 19 35 H 000000","","","","","","","","","",""
"DR250 2 25 35 H 000000","","","","","","","","","",""
"HP40332 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J3 23 43 35 H 000000","","","","","","","","","",""
"6.2G 23 49 35 H 000000","","","","","","","","","",""
"C17 45 19 35 H 000000","","","","","","","","","",""
"P0 45 25 35 H 000000","","","","","","","","","",""
"C0 45 31 35 H 000000","","","","","","","","","",""
"EM-Berghoff-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"BATTLESHIP.bmp c c D0D0D0","","","","","","","","","",""
"ED-CHOLATH 2 1 35 H 000000","","","","","","","","","",""
"PATROL-DESTROYER 2 7 35 H 000000","","","","","","","","","",""
"#213 2 13 35 H 000000","","","","","","","","","",""
"4000DT=+10 2 19 35 H 000000","","","","","","","","","",""
"DR1300 2 25 35 H 000000","","","","","","","","","",""
"HP142866 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J2 23 43 35 H 000000","","","","","","","","","",""
"4.7G 23 49 35 H 000000","","","","","","","","","",""
"C91 45 19 35 H 000000","","","","","","","","","",""
"P0 45 25 35 H 000000","","","","","","","","","",""
"C18 45 31 35 H 000000","","","","","","","","","",""
"ED-Cholath-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"BATTLESHIP.bmp c c D0D0D0","","","","","","","","","",""
"EM-CONGREVE 2 1 35 H 000000","","","","","","","","","",""
"MISSILE-BOAT 2 7 35 H 000000","","","","","","","","","",""
"#213 2 13 35 H 000000","","","","","","","","","",""
"1200DT=+9 2 19 35 H 000000","","","","","","","","","",""
"DR120 2 25 35 H 000000","","","","","","","","","",""
"HP64024 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J2 23 43 35 H 000000","","","","","","","","","",""
"5.1G 23 49 35 H 000000","","","","","","","","","",""
"C18 45 19 35 H 000000","","","","","","","","","",""
"P0 45 25 35 H 000000","","","","","","","","","",""
"C0 45 31 35 H 000000","","","","","","","","","",""
"EM-Congreve-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"BATTLESHIP.bmp c c D0D0D0","","","","","","","","","",""
"EP-DARTMOUTH 2 1 35 H 000000","","","","","","","","","",""
"PATROL-FRIGATE 2 7 35 H 000000","","","","","","","","","",""
"#213 2 13 35 H 000000","","","","","","","","","",""
"200DT=+8 2 19 35 H 000000","","","","","","","","","",""
"1300DR 2 25 35 H 000000","","","","","","","","","",""
"19389HP 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J3 23 43 35 H 000000","","","","","","","","","",""
"1.8G 23 49 35 H 000000","","","","","","","","","",""
"C13 45 19 35 H 000000","","","","","","","","","",""
"P0 45 25 35 H 000000","","","","","","","","","",""
"C0.5 45 31 35 H 000000","","","","","","","","","",""
"EP-Dartmouth-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"#","Ship.cfg","","","","","","","","",""
"#lines.bmp","","","","","","","","","",""
"#Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"#Box.bmp c 1 FFFFFF","","","","","","","","","",""
"#Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"#Box.bmp 1 c FFFFFF","","","","","","","","","",""
"#Box.bmp c c FFFFFF","","","","","","","","","",""
"#Box.bmp 43 c FFFFFF","","","","","","","","","",""
"#Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"#Box.bmp c 37 FFFFFF","","","","","","","","","",""
"#Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"#P- 2 1 35 H 000000","","","","","","","","","",""
"# 2 7 35 H 000000","","","","","","","","","",""
"# 2 13 35 H 000000","","","","","","","","","",""
"#DT=+ 2 19 35 H 000000","","","","","","","","","",""
"#DR 2 25 35 H 000000","","","","","","","","","",""
"#HP 2 31 35 H 000000","","","","","","","","","",""
"#P 2 37 35 H 000000","","","","","","","","","",""
"#A 2 43 35 H 000000","","","","","","","","","",""
"#C 2 49 35 H 000000","","","","","","","","","",""
"#TL12 23 37 35 H 000000","","","","","","","","","",""
"#J 23 43 35 H 000000","","","","","","","","","",""
"#G 23 49 35 H 000000","","","","","","","","","",""
"#C 45 19 35 H 000000","","","","","","","","","",""
"#P 45 25 35 H 000000","","","","","","","","","",""
"#C 45 31 35 H 000000","","","","","","","","","",""
"#P--12.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"Y-LADYOFSHALLOT-10.BMP C C D0D0D0","","","","","","","","","",""
"Y-VANDERBILT 2 1 35 H 000000","","","","","","","","","",""
"#27 2 7","35 H 000000","","","","","","","","",""
"#213 2 13 35 H 000000","","","","","","","","","",""
"200DT=+8 2 19 35 H 000000","","","","","","","","","",""
"DR100 2 25 35 H 000000","","","","","","","","","",""
"HP22500 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J3 23 43 35 H 000000","","","","","","","","","",""
"1.1G 23 49 35 H 000000","","","","","","","","","",""
"C9 45 19 35 H 000000","","","","","","","","","",""
"P7 45 25 35 H 000000","","","","","","","","","",""
"C5+6 45 31 35 H 000000","","","","","","","","","",""
"Y-Vanderbilt-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"Y-LADYOFSHALLOT-10.BMP C C D0D0D0","","","","","","","","","",""
"Y-LADY-OF-SHALLOT 2 1 35 H 000000","","","","","","","","","",""
"YACHT 2 7 35 H 000000","","","","","","","","","",""
"#213 2 13 35 H 000000","","","","","","","","","",""
"200DT=+8 2 19 35 H 000000","","","","","","","","","",""
"DR100 2 25 35 H 000000","","","","","","","","","",""
"HP22500 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL12 23 37 35 H 000000","","","","","","","","","",""
"J3 23 43 35 H 000000","","","","","","","","","",""
"3.8G 23 49 35 H 000000","","","","","","","","","",""
"9 45 19 35 H 000000","","","","","","","","","",""
"6 45 25 35 H 000000","","","","","","","","","",""
"6+6 45 31 35 H 000000","","","","","","","","","",""
"Y-LadyOfShallot-12.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"P-animal-10.bmp c c D0D0D0","","","","","","","","","",""
"P-ANIMAL- 2 1 35 H 000000","","","","","","","","","",""
"SAFARI-SHIP 2 7 35 H 000000","","","","","","","","","",""
"#213 2 13 35 H 000000","","","","","","","","","",""
"200DT=+8 2 19 35 H 000000","","","","","","","","","",""
"DR100 2 25 35 H 000000","","","","","","","","","",""
"HP22500 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J2 23 43 35 H 000000","","","","","","","","","",""
"1.2G 23 49 35 H 000000","","","","","","","","","",""
"8 45 19 35 H 000000","","","","","","","","","",""
"4 45 25 35 H 000000","","","","","","","","","",""
"5+3 45 31 35 H 000000","","","","","","","","","",""
"P-Animal-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"L-KUGASHIN-10.BMP C C D0D0D0","","","","","","","","","",""
"L-KUGASHIN- 2 1 35 H 000000","","","","","","","","","",""
"LAB-SHIP 2 7 35 H 000000","","","","","","","","","",""
"#213 2 13 35 H 000000","","","","","","","","","",""
"400DT=+9 2 19 35 H 000000","","","","","","","","","",""
"DR100 2 25 35 H 000000","","","","","","","","","",""
"HP37500 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J2 23 43 35 H 000000","","","","","","","","","",""
"1.2G 23 49 35 H 000000","","","","","","","","","",""
"21 45 19 35 H 000000","","","","","","","","","",""
"8 45 25 35 H 000000","","","","","","","","","",""
"21+3 45 31 35 H 000000","","","","","","","","","",""
"L-Kugashin-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"P-BRASS-GOAT 2 1 35 H 000000","","","","","","","","","",""
"FILIBUSTER 2 7 35 H 000000","","","","","","","","","",""
"#CRAFT 2 13 35 H 000000","","","","","","","","","",""
"300DT=+8 2 19 35 H 000000","","","","","","","","","",""
"DR300 2 25 35 H 000000","","","","","","","","","",""
"HP25407 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J3 23 43 35 H 000000","","","","","","","","","",""
"2.1G 23 49 35 H 000000","","","","","","","","","",""
"C10 45 19 35 H 000000","","","","","","","","","",""
"P8 45 25 35 H 000000","","","","","","","","","",""
"C37 45 31 35 H 000000","","","","","","","","","",""
"P-BrassGoat-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"P-ETIENNE 2 1 35 H 000000","","","","","","","","","",""
"MISSIONARY-SHIP 2 7 35 H 000000","","","","","","","","","",""
"# 2 13 35 H 000000","","","","","","","","","",""
"200DT=+8 2 19 35 H 000000","","","","","","","","","",""
"DR100 2 25 35 H 000000","","","","","","","","","",""
"HP22500 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J2 23 43 35 H 000000","","","","","","","","","",""
"1G 23 49 35 H 000000","","","","","","","","","",""
"C4 45 19 35 H 000000","","","","","","","","","",""
"P0 45 25 35 H 000000","","","","","","","","","",""
"C1.5 45 31 35 H 000000","","","","","","","","","",""
"P-Ettiene-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"P-FAUNEL 2 1 35 H 000000","","","","","","","","","",""
"YACHT 2 7 35 H 000000","","","","","","","","","",""
"# 2 13 35 H 000000","","","","","","","","","",""
"300DT=+8 2 19 35 H 000000","","","","","","","","","",""
"DR100 2 25 35 H 000000","","","","","","","","","",""
"HP31200 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
"TL10 23 37 35 H 000000","","","","","","","","","",""
"J2 23 43 35 H 000000","","","","","","","","","",""
"1.3G 23 49 35 H 000000","","","","","","","","","",""
"C6 45 19 35 H 000000","","","","","","","","","",""
"P12 45 25 35 H 000000","","","","","","","","","",""
"C35.5 45 31 35 H 000000","","","","","","","","","",""
"P-Faunel-10.bmp","","","","","","","","","",""
"","","","","","","","","","",""
"lines.bmp","","","","","","","","","",""
"Box.bmp 1 1 FFFFFF","","","","","","","","","",""
"Box.bmp c 1 FFFFFF","","","","","","","","","",""
"Box.bmp 43 1 FFFFFF","","","","","","","","","",""
"Box.bmp 1 c FFFFFF","","","","","","","","","",""
"Box.bmp c c FFFFFF","","","","","","","","","",""
"Box.bmp 43 c FFFFFF","","","","","","","","","",""
"Box.bmp 1 37 FFFFFF","","","","","","","","","",""
"Box.bmp c 37 FFFFFF","","","","","","","","","",""
"Box.bmp 43 37 FFFFFF","","","","","","","","","",""
"P-INGHAM 2 1 35 H 000000","","","","","","","","","",""
"MISSIONARY-SHIP 2 7 35 H 000000","","","","","","","","","",""
"# 2 13 35 H 000000","","","","","","","","","",""
"300DT=+8 2 19 35 H 000000","","","","","","","","","",""
"DR100 2 25 35 H 000000","","","","","","","","","",""
"HP25407 2 31 35 H 000000","","","","","","","","","",""
"P 2 37 35 H 000000","","","","","","","","","",""
"A 2 43 35 H 000000","","","","","","","","","",""
"C 2 49 35 H 000000","","","","","","","","","",""
