"Name","Location","SDAHPGLT","Base","Remarks","Zone","Gas","Sector","SubSector","SubSectorN","CargoBase","Trade","Star1","Star2","Star3","HW-SDAHPLT","Algn","PAG","ZonedFor","Detailed","Hard1","Hard2","Hard3","Hard4"
"Evermore","1128","A8643208","G","Tp St "," ","G","Spica","J","sec_j","5800","Lo Ni ","F1 V"," "," ","ALSWMNA","So","824"," ","","","","",""
"Portends","1129","A66321CE","G","Tp "," ","G","Spica","J","sec_j","6400","Lo Ni ","G9 V","M9 D "," ","AMSRMEH","So","502"," ","","","","",""
"Nestlands","1224","B5658I5E"," "," "," "," ","Spica","J","sec_j","5400"," ","F6 V","M8 D "," ","BMSWHMH","Hv","220"," ","","","","",""
"Drake","1225","E47A4446"," "," "," "," ","Spica","J","sec_j","8600","Ni Wa ","G9 D"," "," ","ESDAMME","So","400"," ","","","","",""
"One World","1230","B5684138"," "," "," "," ","Spica","J","sec_j","5800","Ni ","F8 D","M2 D "," ","BMSWMMA","Hv","600"," ","","","","",""
"Gropie","1322","C7993137","M","Tp "," ","G","Spica","J","sec_j","7700","Lo Ni ","F3 V","M2 D "," ","CMEWMMA","Hv","305"," ","","","","",""
"Nax'Hah'Nor","1323","C7B476B7"," ","C:1024 "," ","G","Spica","J","sec_j","6700","Fl ","K9 III"," "," ","CMEWHEA","So","804"," ","","","","",""
"Border","1324","BA9A9J4F"," ","F:7 "," ","G","Spica","J","sec_j","3500","Hi In Wa ","K4 D"," "," ","BLEAHMH","Hv","223"," ","","","","",""
"Regal","1325","E2016427"," "," "," "," ","Spica","J","sec_j","9700","Ic Na Ni Va ","M2 V","M1 II "," ","ESVDHMA","So","400"," ","","","","",""
"Tiring Antes","1327","B989466C","M","Tp O:1831 "," ","G","Spica","J","sec_j","6200","Ni ","F2 V"," "," ","BLDWMMH","Hv","813"," ","","","","",""
"Xezelfarb","1423","D344723C"," "," "," "," ","Spica","J","sec_j","6200","Ag ","F5 VI"," "," ","DSSWHMH","Hv","610"," ","","","","",""
"Aow'Post","1427","C7B00624"," ","Nh ","A"," ","Spica","J","sec_j","8400","De Lo Ni ","F4 V"," "," ","CMEDLMR","Hv","310"," ","","","","",""
"Waft","1522","B5419J5F","M","F:4 "," ","G","Spica","J","sec_j","2500","Hi In Po ","M6 V"," "," ","BMSDHMH","Hv","114"," ","","","","",""
"House Lu","1527","B301463F"," "," "," "," ","Spica","J","sec_j","7500","Ic Ni Va ","F6 V"," "," ","BSVDMMH","Hv","800"," ","","","","",""
"Raxt Durb","1528","B000761E"," ","O:1831 "," ","G","Spica","J","sec_j","5400","As Na Va ","G0 V","M2 D "," ","BAVDHLH","H*","412"," ","","","","",""
"Adub (Bath)","1629","B25A765D"," ","O:1831 "," ","G","Spica","J","sec_j","5300","Wa ","F1 D"," "," ","BSSAHMH","Hv","414"," ","","","","",""
"Tasimkin","1721","D5409J3D","M","F:2 "," "," ","Spica","K","sec_k","5300","De Hi In Po ","G3 V"," "," ","DMSDHMH","Hv","110"," ","","","","",""
"Star Hub","1722","A401414E","L"," "," ","G","Spica","K","sec_k","6400","Ic Ni Va ","M9 D","M2 D "," ","ASVDMMH","H*","514"," ","","","","",""
"Yengilz","1729","E5503068"," "," "," ","G","Spica","K","sec_k","9800","De Lo Ni Po ","M6 V"," "," ","EMSDMMA","Hv","611"," ","","","","",""
"Shallows","1824","X88A8412"," ","Nh ","R","G","Spica","K","sec_k","10200","Ri Wa ","K7 VI"," "," ","XLDAHLR","Hf","702"," ","","","","",""
"Malza","1826","B220205D"," "," "," "," ","Spica","K","sec_k","7300","De Lo Ni Po ","M6 III"," "," ","BSTDMMH","Hv","800"," ","","","","",""
"Tapon","1827","A6542019"," ","Tp "," "," ","Spica","K","sec_k","5900","Lo Ni ","G8 VI","M0 D "," ","AMSWMLH","Hv","400"," ","","","","",""
"Tuasye","1828","B1009J6D"," "," "," "," ","Spica","K","sec_k","4300","Hi In Na Va ","F1 V"," "," ","BSVDHMH","Hv","110"," ","","","","",""
"Cetic II","1830","A7B6313D","F"," "," ","G","Spica","K","sec_k","7300","Fl Lo Ni ","G1 V"," "," ","AMEWMMH","H*","202"," ","","","","",""
"Xoarax","1921","D2118I93"," ","Nh ","A"," ","Spica","K","sec_k","6300","Ic Na ","F6 V","M4 V "," ","DSVDHER","Hv","400"," ","","","","",""
"Pilza","1922","B78A6J5F","F"," "," ","G","Spica","K","sec_k","6500","Ni Wa ","G4 V"," "," ","BMDAHMH","Hv","104"," ","","","","",""
"Naros","1923","E4998I5C"," "," "," "," ","Spica","K","sec_k","8200"," ","K0 V"," "," ","ESEWHMH","Hv","810"," ","","","","",""
"Zinam","1925","D69A305C"," "," "," ","G","Spica","K","sec_k","9200","Lo Ni Wa ","F4 D"," "," ","DMEAMMH","Hv","313"," ","","","","",""
"Particulately","1926","A743267A","E","Tp Nh "," "," ","Spica","K","sec_k","5000","Lo Ni Po ","G1 V","M3 V "," ","AMSRMMH","Hv","200"," ","","","","",""
"Wrengex IV","1927","B789215E"," ","Tp "," "," ","Spica","K","sec_k","7400","Lo Ni ","F8 D"," "," ","BMDWMMH","Hv","500"," ","","","","",""
"Kurzon Dax","1930","D7986I6A"," ","Tp "," ","G","Spica","K","sec_k","7000","Ag Ni ","F8 V","M7 D "," ","DMEWHMH","Hv","503"," ","","","","",""
"Nelyo","2026","B5328J6F"," ","Cp "," ","G","Spica","K","sec_k","4500","Na Po ","F7 VI","M5 D "," ","BMTRHMH","Hv","205"," ","","","","",""
"Splosh","2030","EA9A4129"," "," "," ","G","Spica","K","sec_k","8900","Ni Wa ","F5 V"," "," ","ELEAMMH","Hv","905"," ","","","","",""
"Bolehlz","2122","D7B60038"," "," "," "," ","Spica","K","sec_k","9800","Fl Lo Ni ","F6 VI","M4 D "," ","DMEWLMA","Hv","300"," ","","","","",""
"Delf III","2124","C6A04127"," "," "," ","G","Spica","K","sec_k","7700","De Ni ","F6 V","M5 VI "," ","CMEDMMA","H*","402"," ","","","","",""
"Bapeng","2125","D6A67J27"," "," "," ","G","Spica","K","sec_k","7700","Fl ","M2 V"," "," ","DMEWHMA","Hv","402"," ","","","","",""
"Pekihr","2127","E6A34639"," ","O:2026 "," "," ","Spica","K","sec_k","9900","Fl Ni ","M6 V","M9 D "," ","EMERMMH","Hv","610"," ","","","","",""
"Ubreyukask","2129","X5966X79","Q","Dw       Nh ","R","G","Spica","K","sec_k","9900","Ag Ni ","F1 V"," "," ","XMEWHMH","Hf","504"," ","","","","",""
"Pezal","2224","AAC54677","E","Nh "," ","G","Spica","K","sec_k","5700","Fl Ni ","F7 V","M0 D "," ","ALEWMMA","Hv","804"," ","","","","",""
"Cap Subsidiary","2230","B201614E"," "," "," ","G","Spica","K","sec_k","7400","Ic Na Ni Va ","M4 V"," "," ","BSVDHMH","H*","104"," ","","","","",""
"Thinel","2321","B252865E"," ","O:2621 "," ","G","Spica","K","sec_k","4400","Po ","F8 VI"," "," ","BSSRHMH","Hv","114"," ","","","","",""
"Nethok","2323","C241306C"," "," "," "," ","Spica","K","sec_k","7200","Lo Ni Po ","F0 VI","M4 D "," ","CSSDMMH","Hv","500"," ","","","","",""
"Lihnor","2328","A44526A9","L","Nh O:2529 "," "," ","Spica","K","sec_k","5900","Lo Ni ","F8 V","M9 D "," ","ASSWMEH","Hv","100"," ","","","","",""
"Kasal","2329","C89A863F"," ","O:2529 "," "," ","Spica","K","sec_k","6500","Wa ","F5 D"," "," ","CLEAHMH","Hv","410"," ","","","","",""
"Sandzdorp","2421","B442212E"," "," "," ","G","Spica","K","sec_k","6400","Lo Ni Po ","G7 D"," "," ","BSSRMMH","Hv","504"," ","","","","",""
"Nihtehl","2422","B231303C"," "," "," ","G","Spica","K","sec_k","6200","Lo Ni Po ","M2 IV"," "," ","BSTDMMH","Hv","914"," ","","","","",""
"Tehyehl","2423","D89A1038"," "," "," "," ","Spica","K","sec_k","8800","Lo Ni Wa ","F2 V","M9 D "," ","DLEALMA","Hv","200"," ","","","","",""
"Benong IV","2424","A8C6663C"," ","O:2621 "," "," ","Spica","K","sec_k","6200","Fl Ni ","F6 V"," "," ","ALEWHMH","Hv","510"," ","","","","",""
"Zeko","2427","E4687I29"," "," "," ","G","Spica","K","sec_k","6900","Ag ","M1 V","M1 V "," ","ESSWHMH","Hv","404"," ","","","","",""
"Zlaleld","2522","C798501E"," ","Tp "," ","G","Spica","L","sec_l","6400","Ag Ni ","F8 D"," "," ","CMEWMLH","Hv","804"," ","","","","",""
"Rebang","2523","C8964I57"," ","Tp "," ","G","Spica","L","sec_l","6700","Ni ","F9 V"," "," ","CLEWMMA","Hv","914"," ","","","","",""
"Deso","2524","B6557J4E"," ","Tp "," "," ","Spica","L","sec_l","4400","Ag ","F0 VI","M4 D "," ","BMSWHMH","Hv","220"," ","","","","",""
"Bendus","2525","D1006I6A","M"," "," ","G","Spica","L","sec_l","9000","Na Ni Va ","M9 VI"," "," ","DSVDHMH","Hv","305"," ","","","","",""
"Erest","2529","A565AL3F"," ","F:8    Cx "," ","G","Spica","L","sec_l","3500","Hi ","F8 V","M2 D "," ","AMSWHMH","Hv","124"," ","","","","",""
"Nehron","2530","C6990044"," ","Tp "," "," ","Spica","L","sec_l","7400","Lo Ni ","K7 V","M2 D "," ","CMEWLMR","Hv","600"," ","","","","",""
"Pihras","2621","A5548I3D"," "," "," "," ","Spica","L","sec_l","4300"," ","F0 D","M3 D "," ","AMSWHMH","Hv","200"," ","","","","",""
"Ryabhan","2624","B3117I5E","L"," "," ","G","Spica","L","sec_l","5400","Ic Na ","M5 V"," "," ","BSVDHMH","Hv","801"," ","","","","",""
"Lyalop","2628","B8C14I6F","M"," "," ","G","Spica","L","sec_l","7500","Fl Ni ","M3 V"," "," ","BLEDMMH","Hv","803"," ","","","","",""
"Rasup","2630","B6795I5E","F","Tp "," ","G","Spica","L","sec_l","6400","Ni ","F5 V"," "," ","BMDWMMH","Hv","903"," ","","","","",""
"Nandip","2722","D46A603D"," "," "," ","G","Spica","L","sec_l","8300","Ni Wa ","M3 V"," "," ","DSSAHMH","Hv","302"," ","","","","",""
"Benes Gelb","2724","A451461F","E","O:2529 "," "," ","Spica","L","sec_l","4500","Ni Po ","F3 D"," "," ","ASSDMLH","Hv","200"," ","","","","",""
"Torrent","2725","C2109K1A"," ","F:6 "," "," ","Spica","L","sec_l","4000","Hi In Na ","F3 V","M2 D "," ","CSVDHLH","Hv","100"," ","","","","",""
"Dihngu","2728","C5788J1E","M"," "," ","G","Spica","L","sec_l","6400"," ","F4 V","M4 D "," ","CMDWHLH","Hv","424"," ","","","","",""
"Eldsay","2729","X6875000"," ","Cw       Tp Nh ","R"," ","Spica","L","sec_l","9000","Ag Ni ","F5 D"," "," ","XMDWMNP","Hf","600"," ","","","","",""
"Ryolin","2730","C3016038","M"," "," "," ","Spica","L","sec_l","7800","Ic Na Ni Va ","M6 V","K9 IV "," ","CSVDHMA","Hv","500"," ","","","","",""
"Untion","2823","C5629J4A"," ","F:7 "," "," ","Spica","L","sec_l","5000","Hi ","F0 V"," "," ","CMSRHMH","Hv","100"," ","","","","",""
"Item","2828","D7A29K6B"," ","F:8 "," "," ","Spica","L","sec_l","7100","Fl Hi ","F6 D","M9 D "," ","DMERHMH","Hv","100"," ","","","","",""
"Melzigh II","2921","B5985I6D"," "," "," ","G","Spica","L","sec_l","5300","Ag Ni ","F8 D"," "," ","BMEWMMH","Hv","904"," ","","","","",""
"iiiiii","2922","D621663F","M","O:2621 "," ","G","Spica","L","sec_l","7500","Na Ni Po ","M3 II"," "," ","DMTDHMH","Hi","404"," ","","","","",""
"Lilop VI","2925","B952505F","M"," "," ","G","Spica","L","sec_l","5500","Ni Po ","F5 D"," "," ","BLSRMMH","Hv","622"," ","","","","",""
"Rodeld","2926","B7696648"," ","Tp O:3025 "," "," ","Spica","L","sec_l","6800","Ni Ri ","K7 D"," "," ","BMSWHMA","Hv","300"," ","","","","",""
"Nyoneng","2929","E5508I5C"," "," "," ","G","Spica","L","sec_l","8200","De Po ","F9 V","M9 V "," ","EMSDHMH","Hv","513"," ","","","","",""
"Danim","2930","DA9A302D"," "," "," ","G","Spica","L","sec_l","9300","Lo Ni Wa ","F4 V","M1 V "," ","DLEAMMH","Hv","915"," ","","","","",""
"Yombe IV","3021","C2616I29"," "," "," ","G","Spica","L","sec_l","6900","Ni ","F7 D"," "," ","CSSDHMH","Hv","605"," ","","","","",""
"Vensel","3023","C88AAL6C"," ","F:9 "," "," ","Spica","L","sec_l","5200","Hi Wa ","G8 V"," "," ","CLDAHMH","Hv","100"," ","","","","",""
"Dihrep","3025","B7797I3F"," ","Tp "," ","G","Spica","L","sec_l","5500"," ","F9 V","M5 D "," ","BMDWHMH","Hv","605"," ","","","","",""
"Panen","3127","A6A45649","E","Nh O:2529 "," ","G","Spica","L","sec_l","5900","Fl Ni ","M0 V"," "," ","AMEWMMH","Hv","113"," ","","","","",""
"Atsalan","3130","XAE67787"," ","Nh ","R","G","Spica","L","sec_l","10700","Fl ","M3 D"," "," ","XLEWHHA","Hf","601"," ","","","","",""
"Nonil","3221","A1106I5F"," ","Cp "," ","G","Spica","L","sec_l","5500","Na Ni ","F8 V"," "," ","ASVDHMH","Hv","222"," ","","","","",""
"Lebhar","3223","B100302D"," "," "," "," ","Spica","L","sec_l","8300","Lo Ni Va ","K1 V","M9 IV "," ","BSVDMMH","Hv","400"," ","","","","",""
"Nomeh","3224","D5314I1D"," "," "," ","G","Spica","L","sec_l","7300","Ni Po ","M3 III"," "," ","DMTDMLH","Hv","303"," ","","","","",""
"Hygox","3225","B779316F"," ","Tp "," "," ","Spica","L","sec_l","7500","Lo Ni ","F4 VI"," "," ","BMDWMMH","Hv","300"," ","","","","",""
"Rese","3226","E342104A"," "," "," ","G","Spica","L","sec_l","9000","Lo Ni Po ","G1 D","M5 D "," ","ESSRLMH","Hv","503"," ","","","","",""
"Nduran","3230","C4105I1A","M"," "," "," ","Spica","L","sec_l","7000","Ni ","M0 II"," "," ","CSVDMLH","Hv","400"," ","","","","",""
"Nelson","135","A5525549","G"," "," ","G","Spica","M","sec_m","3900","Ni Po ","F4 VI"," "," ","AMSRMMH","So","904"," ","","","","",""
"Bestine","136","B8C65469"," "," "," ","G","Spica","M","sec_m","6900","Fl Ni ","F9 V","M1 D "," ","BLEWMMH","So","624"," ","","","","",""
"Luxor","231","B4367A9B","G"," "," ","G","Spica","M","sec_m","5100"," ","K7 V","M7 VI "," ","BSTWHEH","So","902"," ","","","","",""
"Iodinium","234","D79A4108"," "," "," ","G","Spica","M","sec_m","7800","Ni Wa ","F2 V"," "," ","DMEAMNA","So","325"," ","","","","",""
"Pyrolysia","238","A7B0269C","G","O:0634 "," ","G","Spica","M","sec_m","7200","De Lo Ni ","F0 V","M0 V "," ","AMEDMEH","So","123"," ","","","","",""
"Keepout","240","X7579BD1"," ","Tp ","R","G","Spica","M","sec_m","8100","Hi ","K0 V"," "," ","XMSWHEI","So","404"," ","","","","",""
"Bassett","332","B5014469"," "," "," ","G","Spica","M","sec_m","6900","Ic Ni Va ","M5 II"," "," ","BMVDMMH","So","212"," ","","","","",""
"McFarland","333","B459242A"," "," "," "," ","Spica","M","sec_m","7000","Lo Ni ","G3 D"," "," ","BSSWMMH","So","100"," ","","","","",""
"La Junta","334","B2218589"," "," "," ","G","Spica","M","sec_m","3900","Na Po ","F1 D","M2 D "," ","BSTDHHH","So","801"," ","","","","",""
"Port Burnaby","337","C4001008"," "," "," ","G","Spica","M","sec_m","8800","Lo Ni Va ","M2 VI"," "," ","CSVDLNA","So","305"," ","","","","",""
"Xanadu","338","E6688C74"," ","Tp "," ","G","Spica","M","sec_m","7400"," ","F9 VI"," "," ","EMSWHMR","So","703"," ","","","","",""
"Diln","339","E00099CB"," "," "," ","G","Spica","M","sec_m","6100","As Hi In Na Va ","F3 D","M6 D "," ","EAVDHEH","So","404"," ","","","","",""
"Kestral","431","B89A775B"," "," "," "," ","Spica","M","sec_m","5100","Wa ","F4 VI"," "," ","BLEAHMH","So","300"," ","","","","",""
"Massaro","432","C6558CB8"," ","Tp "," ","G","Spica","M","sec_m","5800"," ","G6 V"," "," ","CMSWHEA","So","704"," ","","","","",""
"Purdee","435","B552100A"," "," "," "," ","Spica","M","sec_m","6000","Lo Ni Po ","F5 V","M9 D "," ","BMSRLNH","So","110"," ","","","","",""
"Cravity","437","C2115997"," "," "," ","G","Spica","M","sec_m","6700","Ic Ni ","M7 V"," "," ","CSVDMEA","So","314"," ","","","","",""
"File","439","C13099AD"," "," "," ","G","Spica","M","sec_m","5300","De Hi Na Po ","F2 D"," "," ","CSTDHEH","So","503"," ","","","","",""
"Solido","536","B2618847"," "," "," "," ","Spica","M","sec_m","5700","Ri ","F9 V","M0 D "," ","BSSDHMA","So","110"," ","","","","",""
"Mikado","539","A6628898","G"," "," ","G","Spica","M","sec_m","4800","Ri ","F4 D"," "," ","AMSRHEA","So","702"," ","","","","",""
"Longstreet","631","C221423B"," "," "," ","G","Spica","M","sec_m","6100","Ni Po ","K8 V"," "," ","CSTDMMH","So","105"," ","","","","",""
"Trilion","634","A8C498BF","G","Cx "," ","G","Spica","M","sec_m","4500","Fl Hi ","F6 D"," "," ","ALEWHEH","So","312"," ","","","","",""
"Jedson","635","E31137A8"," "," "," "," ","Spica","M","sec_m","9800","Ic Lo Ni ","F7 V","M1 D "," ","ESVDMEA","So","700"," ","","","","",""
"Davis","639","B440555D"," "," "," ","G","Spica","M","sec_m","6300","De Ni Po ","F5 D"," "," ","BSSDMMH","So","204"," ","","","","",""
"Harmaline","731","A6A2359E"," "," "," ","G","Spica","M","sec_m","7400","Fl Lo Ni ","M2 V"," "," ","AMERMEH","So","813"," ","","","","",""
"Caloris","733","A450320C"," "," "," "," ","Spica","M","sec_m","6200","De Lo Ni Po ","G3 V"," "," ","ASSDMNH","So","800"," ","","","","",""
"Ion Atoll","739","D87A4109"," "," "," ","G","Spica","M","sec_m","7900","Ni Wa ","F0 V","M9 D "," ","DLDAMNH","So","112"," ","","","","",""
"Blood Orchard","831","C7B6410B"," "," "," ","G","Spica","M","sec_m","8100","Fl Ni ","K2 VI","M9 D "," ","CMEWMNH","So","301"," ","","","","",""
"Alaarum","832","E5314456"," "," "," ","G","Spica","M","sec_m","7600","Ni Po ","G8 IV","M3 D "," ","EMTDMME","So","803"," ","","","","",""
"Pagoda","834","X8577CA1"," ","Tp ","R"," ","Spica","M","sec_m","8100","Ag ","G6 V","M9 V "," ","XLSWHEI","So","500"," ","","","","",""
"Dxymyx Cafr","835","D99668A1"," ","Tp "," ","G","Spica","M","sec_m","6100","Ag Ni ","F9 V","M1 D "," ","DLEWHEI","So","403"," ","","","","",""
"Fairlane","838","E5205888"," "," "," ","G","Spica","M","sec_m","8800","De Ni Po ","F0 V"," "," ","EMTDMHA","So","404"," ","","","","",""
"Langford","840","A5553409"," "," "," ","G","Spica","M","sec_m","5900","Lo Ni ","F9 D","M5 D "," ","AMSWMNH","So","313"," ","","","","",""
"Kafiristan","935","B2358379"," "," "," "," ","Spica","N","sec_n","4900"," ","F5 VI","M5 V "," ","BSTWHMH","So","100"," ","","","","",""
"Arroyo Grande","936","D4503457"," "," "," "," ","Spica","N","sec_n","8700","De Lo Ni Po ","F5 D","M4 D "," ","DSSDMMA","So","110"," ","","","","",""
"Flatbush","1032","C4237BF7"," "," "," ","G","Spica","N","sec_n","4700","Na Po ","G9 V"," "," ","CSTRHEA","So","414"," ","","","","",""
"Beaucoup","1033","B6768A99"," ","H:0 Tp "," ","G","Spica","N","sec_n","4900"," ","F1 V","M5 D "," ","BMDWHEH","So","702"," ","","","","",""
"713-206","1036","E79A0000"," "," "," "," ","Spica","N","sec_n","10000","Ba Lo Ni Wa ","F7 D","M0 D "," ","EMEALNP","So","010"," ","","","","",""
"Nedlest Gog","1038","C347564B","M","O:1332 "," "," ","Spica","N","sec_n","6100","Ag Ni ","M2 D","M0 D "," ","CSSWMMH","Hv","710"," ","","","","",""
"Fornax","1040","B5658J5E"," "," "," ","G","Spica","N","sec_n","5400"," ","F1 VI","M1 D "," ","BMSWHMH","Hv","314"," ","","","","",""
"Solitude","1133","E4570536"," "," "," "," ","Spica","N","sec_n","9600","Lo Ni ","F2 V","M9 D "," ","ESSWLME","So","800"," ","","","","",""
"Lass","1134","B6455008","G","Tp "," ","G","Spica","N","sec_n","4800","Ag Ni ","F7 V"," "," ","BMSWMNA","So","904"," ","","","","",""
"Sirrinn","1137","B3514578","G"," "," "," ","Spica","N","sec_n","4800","Ni Po ","G4 D"," "," ","BSSDMMA","So","100"," ","","","","",""
"Front Yards","1139","B577714D","F"," "," "," ","Spica","N","sec_n","4300","Ag ","F9 V"," "," ","BMDWHMH","Hv","900"," ","","","","",""
"Oasis","1239","C330162B"," "," "," ","G","Spica","N","sec_n","8100","De Lo Ni Po ","A7 III","K8 V "," ","CSTDLMH","So","202"," ","","","","",""
"Dezand","1332","A894604F","L","Tp "," ","G","Spica","N","sec_n","4500","Ag Ni ","F7 D","M9 D "," ","ALEWHMH","Hv","205"," ","","","","",""
"Murkur Folp","1333","BA9A213E","M"," "," "," ","Spica","N","sec_n","7400","Lo Ni Wa ","G8 D","M2 D "," ","BLEAMMH","Hv","800"," ","","","","",""
"Tohira","1335","C0009BA8"," "," "," "," ","Spica","N","sec_n","3800","As Hi In Na Va ","F2 VI"," "," ","CAVDHEA","So","910"," ","","","","",""
"New Freedom","1336","A241620C"," "," "," "," ","Spica","N","sec_n","4200","Ni Po ","F8 VI","M4 D "," ","ASSDHNH","So","120"," ","","","","",""
"Korkov","1337","B2306ADA","G"," "," "," ","Spica","N","sec_n","6000","De Na Ni Po ","G3 V"," "," ","BSTDHEH","So","210"," ","","","","",""
"Nyihldeng","1338","B201203F","M"," "," "," ","Spica","N","sec_n","8500","Ic Lo Ni Va ","M8 V"," "," ","BSVDMMH","Hv","600"," ","","","","",""
"Dozihld","1340","D3573037"," "," "," ","G","Spica","N","sec_n","8700","Lo Ni ","M5 V","M2 V "," ","DSSWMMA","Hv","602"," ","","","","",""
"Lyihtar","1431","D3237I2A"," "," "," "," ","Spica","N","sec_n","6000","Na Po ","M4 V"," "," ","DSTRHMH","Hv","100"," ","","","","",""
"Peris","1432","B5458766","G"," "," ","G","Spica","N","sec_n","4600"," ","F5 VI"," "," ","BMSWHME","So","913"," ","","","","",""
"Tongariro","1433","E4685576"," "," "," "," ","Spica","N","sec_n","7600","Ag Ni ","F8 V","M2 D "," ","ESSWMME","So","420"," ","","","","",""
"Kasur","1436","E5218668"," ","Nh O:1831 "," ","G","Spica","N","sec_n","6800","Na Po ","F0 D","M9 D "," ","EMTDHMA","Hv","614"," ","","","","",""
"Cairgax","1438","C5318J35"," "," ","A"," ","Spica","N","sec_n","4500","Na Po ","F8 VI"," "," ","CMTDHME","Hv","810"," ","","","","",""
"Royran","1439","C5328J6C","M"," "," "," ","Spica","N","sec_n","5200","Na Po ","F1 D"," "," ","CMTRHMH","Hv","710"," ","","","","",""
"Denher IV","1440","A257405F","L"," "," ","G","Spica","N","sec_n","5500","Ni ","F1 VI","M8 D "," ","ASSWMMH","Hv","324"," ","","","","",""
"Lehkak","1539","D896662A"," ","Tp O:1332 "," "," ","Spica","N","sec_n","7000","Ag Ni ","G5 V","M1 D "," ","DLEWHMH","Hv","500"," ","","","","",""
"Bazat","1540","C4400017","M"," "," ","G","Spica","N","sec_n","7700","De Lo Ni Po ","G4 V"," "," ","CSSDLLA","Hv","804"," ","","","","",""
"Nihner","1631","B4403029"," "," "," ","G","Spica","N","sec_n","6900","De Lo Ni Po ","F7 D"," "," ","BSSDMMH","Hv","925"," ","","","","",""
"Bihla","1635","E1402057"," "," "," "," ","Spica","N","sec_n","9700","De Lo Ni Po ","F5 D","M4 D "," ","ESSDMMA","Hv","410"," ","","","","",""
"Karbane","1637","B36A315C"," "," "," ","G","Spica","N","sec_n","7200","Lo Ni Wa ","F0 V","M1 VI "," ","BSSAMMH","Hv","324"," ","","","","",""
"Nimbas","1638","C3336J1A"," "," "," "," ","Spica","N","sec_n","6000","Na Ni Po ","G2 V"," "," ","CSTRHLH","Hv","410"," ","","","","",""
"Mihne","1731","B4303038","F"," "," ","G","Spica","O","sec_o","6800","De Lo Ni Po ","F4 V","M3 V "," ","BSTDMMA","Hv","504"," ","","","","",""
"Buron","1736","E688462A"," ","Tp O:2235 "," "," ","Spica","O","sec_o","9000","Ni ","M2 VI","M5 D "," ","EMDWMMH","Hv","510"," ","","","","",""
"Waxatha","1738","C8C25674"," ","Nh O:2235 ","A","G","Spica","O","sec_o","7400","Fl Ni ","F2 V"," "," ","CLERMMR","Hv","413"," ","","","","",""
